id,,predicted_price
id,,376041.1781
id,,854962.4939
id,,1110183.08
id,,2107737.275
id,,707865.9158
id,,251168.8363
id,,846466.5112
id,,628092.2622
id,,411259.0066
id,,535881.121
id,,658995.9523
id,,397484.8093
id,,257349.4046
id,,316772.1356
id,,295019.5211
id,,1111290.489
id,,844075.5
id,,928088.0872
id,,372250.6677
id,,425257.1025
id,,447727.9083
id,,1088963.151
id,,706032.2768
id,,600127.7392
id,,533638.1599
id,,519097.596
id,,254646.0345
id,,220171.3682
id,,321595.7972
id,,571636.4096
id,,336610.3493
id,,438320.0451
id,,527014.5188
id,,229704.158
id,,425771.0841
id,,966802.9945
id,,848783.6203
id,,410824.1716
id,,384178.832
id,,1825241.167
id,,516993.361
id,,249833.4013
id,,318868.7748
id,,400405.2061
id,,320932.5732
id,,245439.2495
id,,444625.8032
id,,476495.8212
id,,411879.2134
id,,812407.2975
id,,513406.2587
id,,521822.9175
id,,494607.8831
id,,487272.9736
id,,525693.8427
id,,1226772.931
id,,344603.0687
id,,710434.4251
id,,468627.1114
id,,692636.9515
id,,422403.1088
id,,305930.6423
id,,237731.0917
id,,594332.1228
id,,429556.2566
id,,176176.5214
id,,337424.938
id,,1034476.569
id,,588392.1417
id,,932993.2285
id,,327643.0687
id,,373925.6907
id,,798522.2177
id,,979070.1376
id,,486147.2577
id,,920773.8248
id,,1188856.184
id,,206148.1528
id,,564054.4449
id,,1302165.255
id,,786871.9586
id,,445586.9866
id,,635215.3676
id,,235253.2463
id,,962970.5377
id,,534172.5746
id,,432602.1981
id,,740675.5323
id,,408398.9698
id,,481617.7854
id,,238976.3865
id,,414594.2426
id,,609849.2784
id,,1246620.04
id,,579918.5499
id,,498715.1512
id,,269034.9835
id,,256310.1399
id,,741552.2938
id,,554947.5189
id,,240442.6047
id,,1297702.444
id,,540637.3081
id,,298739.9463
id,,1014888.054
id,,265348.9839
id,,455961.4063
id,,467068.819
id,,708487.9355
id,,2103547.611
id,,306745.8255
id,,241464.7244
id,,586772.951
id,,757748.7155
id,,554500.767
id,,302097.3925
id,,229095.8739
id,,344316.3914
id,,302689.2538
id,,448486.5349
id,,524892.9562
id,,442519.9481
id,,474707.3997
id,,213121.7135
id,,433712.4232
id,,783412.9268
id,,220028.936
id,,880920.8447
id,,308917.6694
id,,386530.4224
id,,471630.9538
id,,431455.7199
id,,319428.3126
id,,827824.8325
id,,281784.8676
id,,571372.1422
id,,362503.2588
id,,308483.9835
id,,1208184.943
id,,631226.8975
id,,523995.0544
id,,710586.6619
id,,739610.2873
id,,419085.4827
id,,230430.6114
id,,350818.0714
id,,360953.9011
id,,187967.5758
id,,413921.5941
id,,514684.2176
id,,891373.7838
id,,906122.0649
id,,545998.05
id,,1803161.663
id,,815413.1378
id,,907890.0295
id,,605193.96
id,,376045.9732
id,,590778.1989
id,,342620.3378
id,,711320.6686
id,,419459.252
id,,260226.7289
id,,330830.4212
id,,330750.8112
id,,350565.5875
id,,225202.6344
id,,265755.8183
id,,571524.6304
id,,366655.78
id,,844225.6757
id,,367074.4666
id,,260950.112
id,,691051.6451
id,,394260.3312
id,,332369.6397
id,,242481.4012
id,,531062.533
id,,245040.7998
id,,360539.58
id,,287749.5404
id,,477910.2381
id,,553511.9199
id,,701800.8846
id,,951736.8623
id,,354504.3634
id,,167100.5429
id,,518187.1466
id,,630517.0588
id,,515161.2314
id,,220162.4174
